date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:20	40858/40858	---M--	200	added ('OK')	application/javascript	date:Sat,%2016%20Jul%202016%2004:04:16%20GMT	http://usdtheme.com/preview-styles/js/isotope.pkgd.min.js	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/js/isotope.pkgd.min.js	(from http://usdtheme.com/preview-styles/)
16:16:20	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2001%20Sep%202017%2015:16:37%20GMT	https://fonts.googleapis.com/robots.txt		(from http://usdtheme.com/preview-styles/)
16:16:21	1737/1737	---M--	200	added ('OK')	image/gif	date:Wed,%2002%20Oct%202013%2008:25:40%20GMT	http://usdtheme.com/preview-styles/lib/img/loading.gif	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/lib/img/loading.gif	(from http://usdtheme.com/preview-styles/lib/css/preview.css)
16:16:22	1281/1281	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Oct%202013%2008:25:40%20GMT	http://usdtheme.com/preview-styles/lib/img/bullets.png	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/lib/img/bullets.png	(from http://usdtheme.com/preview-styles/lib/css/preview.css)
16:16:23	824/824	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Oct%202013%2008:25:40%20GMT	http://usdtheme.com/preview-styles/lib/img/arrows.png	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/lib/img/arrows.png	(from http://usdtheme.com/preview-styles/lib/css/preview.css)
16:16:24	354/354	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Sep%202017%2015:16:41%20GMT	http://usdtheme.com/preview-styles/css/owl.video.play.png	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/css/owl.video.play.57.delayed	(from http://usdtheme.com/preview-styles/css/owl.carousel.css)
16:16:35	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2024%20Feb%202016%2019:45:22%20GMT	http://usdtheme.com/preview-styles/fonts/fontawesome-webfont.eot?v=4.5.0	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/fonts/fontawesome-webfont3295.eot	(from http://usdtheme.com/preview-styles/css/font-awesome.min.css)
16:16:37	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2024%20Feb%202016%2019:45:22%20GMT	http://usdtheme.com/preview-styles/fonts/fontawesome-webfont.eot?	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/fonts/fontawesome-webfontd41d.eot	(from http://usdtheme.com/preview-styles/css/font-awesome.min.css)
16:16:41	66624/66624	---M--	200	added ('OK')	text/plain	date:Wed,%2024%20Feb%202016%2019:45:22%20GMT	http://usdtheme.com/preview-styles/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/fonts/fontawesome-webfont3295.woff2	(from http://usdtheme.com/preview-styles/css/font-awesome.min.css)
16:16:43	365616/365616	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2024%20Feb%202016%2019:45:22%20GMT	http://usdtheme.com/preview-styles/fonts/fontawesome-webfont.svg?v=4.5.0	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/fonts/fontawesome-webfont3295.svg	(from http://usdtheme.com/preview-styles/css/font-awesome.min.css)
16:16:44	1144/1144	---M--	200	added ('OK')	image/gif	date:Thu,%2025%20Feb%202016%2018:38:02%20GMT	http://usdtheme.com/preview-styles/img/venubox/close.gif	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/venubox/close.gif	(from http://usdtheme.com/preview-styles/css/venobox.css)
16:16:45	1177/1177	---M--	200	added ('OK')	image/gif	date:Thu,%2025%20Feb%202016%2018:38:02%20GMT	http://usdtheme.com/preview-styles/img/venubox/prev.gif	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/venubox/prev.gif	(from http://usdtheme.com/preview-styles/css/venobox.css)
16:16:46	83588/83588	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2024%20Feb%202016%2019:45:22%20GMT	http://usdtheme.com/preview-styles/fonts/fontawesome-webfont.woff?v=4.5.0	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/fonts/fontawesome-webfont3295.woff	(from http://usdtheme.com/preview-styles/css/font-awesome.min.css)
16:16:46	15933/15933	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Feb%202016%2018:38:02%20GMT	http://usdtheme.com/preview-styles/img/venubox/preload-circle.png	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/venubox/preload-circle.png	(from http://usdtheme.com/preview-styles/css/venobox.css)
16:16:46	1177/1177	---M--	200	added ('OK')	image/gif	date:Thu,%2025%20Feb%202016%2018:38:02%20GMT	http://usdtheme.com/preview-styles/img/venubox/next.gif	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/venubox/next.gif	(from http://usdtheme.com/preview-styles/css/venobox.css)
16:16:52	24765/24765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20May%202016%2019:19:12%20GMT	http://usdtheme.com/preview-styles/img/team/team01.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/team/team01.jpg	(from http://usdtheme.com/preview-styles/style.css)
16:16:56	142072/142072	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2024%20Feb%202016%2019:45:22%20GMT	http://usdtheme.com/preview-styles/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/fonts/fontawesome-webfont3295.ttf	(from http://usdtheme.com/preview-styles/css/font-awesome.min.css)
16:17:06	128994/128994	---M--	200	added ('OK')	image/gif	date:Sat,%2008%20Oct%202016%2023:58:16%20GMT	http://usdtheme.com/preview-styles/img/logo/preloader.gif	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/logo/preloader.gif	(from http://usdtheme.com/preview-styles/style.css)
16:17:07	92181/92181	---M--	200	added ('OK')	image/jpeg	date:Mon,%2009%20May%202016%2005:16:58%20GMT	http://usdtheme.com/preview-styles/img/background/bg2.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/background/bg2.jpg	(from http://usdtheme.com/preview-styles/style.css)
16:17:09	133821/133821	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20May%202016%2016:00:34%20GMT	http://usdtheme.com/preview-styles/img/background/bg1.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/background/bg1.jpg	(from http://usdtheme.com/preview-styles/style.css)
16:17:23	96742/96742	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202016%2018:51:22%20GMT	http://usdtheme.com/preview-styles/img/service/bg1.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/service/bg1.jpg	(from http://usdtheme.com/preview-styles/style.css)
16:17:30	208219/208219	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Oct%202016%2023:38:22%20GMT	http://usdtheme.com/preview-styles/img/blog/blog1.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/blog1.jpg	(from http://usdtheme.com/preview-styles/style.css)
16:17:32	155034/155034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20May%202016%2006:16:22%20GMT	http://usdtheme.com/preview-styles/img/slider/slider7.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/slider/slider7.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:17:36	80151/80151	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Oct%202016%2023:34:04%20GMT	http://usdtheme.com/preview-styles/img/banner/banner003.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/banner/banner003.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:17:36	167556/167556	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20May%202016%2006:12:10%20GMT	http://usdtheme.com/preview-styles/img/slider/slider8.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/slider/slider8.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:17:38	36528/36528	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20May%202016%2015:36:12%20GMT	http://usdtheme.com/preview-styles/img/banner/banner7.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/banner/banner7.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:17:41	24581/24581	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20May%202016%2015:37:38%20GMT	http://usdtheme.com/preview-styles/img/banner/banner8.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/banner/banner8.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:17:43	43074/43074	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20May%202016%2015:38:40%20GMT	http://usdtheme.com/preview-styles/img/banner/banner9.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/banner/banner9.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:17:45	90536/90536	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Oct%202016%2023:32:58%20GMT	http://usdtheme.com/preview-styles/img/banner/banner004.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/banner/banner004.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:17:45	38908/38908	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20May%202016%2003:54:48%20GMT	http://usdtheme.com/preview-styles/img/blog/bl1.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/bl1.jpg	(from http://usdtheme.com/preview-styles/index-2.html)
16:18:07	152390/152390	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Jun%202017%2021:47:20%20GMT	http://usdtheme.com/preview-styles/img/service/service4.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/service/service4.jpg	(from http://usdtheme.com/preview-styles/service.html)
16:18:09	134475/134475	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Jun%202017%2021:46:20%20GMT	http://usdtheme.com/preview-styles/img/service/service6.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/service/service6.jpg	(from http://usdtheme.com/preview-styles/service.html)
16:18:10	351/351	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Sep%202017%2015:18:27%20GMT	http://usdtheme.com/preview-styles/single-product.html	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/single-product.74.delayed	(from http://usdtheme.com/preview-styles/blog-details.html)
16:18:11	6817/6817	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202016%2016:02:08%20GMT	http://usdtheme.com/preview-styles/img/blog/blog001.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/blog001.jpg	(from http://usdtheme.com/preview-styles/blog-details.html)
16:18:12	204237/204237	---M--	200	added ('OK')	image/png	date:Thu,%2012%20May%202016%2018:01:28%20GMT	http://usdtheme.com/preview-styles/img/service/service1.png	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/service/service1.png	(from http://usdtheme.com/preview-styles/service.html)
16:18:12	7700/7700	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202016%2016:15:36%20GMT	http://usdtheme.com/preview-styles/img/blog/blog002.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/blog002.jpg	(from http://usdtheme.com/preview-styles/blog-details.html)
16:18:13	3633/3633	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202016%2016:04:34%20GMT	http://usdtheme.com/preview-styles/img/blog/blog003.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/blog003.jpg	(from http://usdtheme.com/preview-styles/blog-details.html)
16:18:13	203331/203331	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Jun%202017%2021:46:50%20GMT	http://usdtheme.com/preview-styles/img/service/service5.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/service/service5.jpg	(from http://usdtheme.com/preview-styles/service.html)
16:18:13	5850/5850	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202016%2016:03:10%20GMT	http://usdtheme.com/preview-styles/img/blog/blog004.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/blog004.jpg	(from http://usdtheme.com/preview-styles/blog-details.html)
16:18:14	5854/5854	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20May%202016%2016:05:36%20GMT	http://usdtheme.com/preview-styles/img/blog/blog005.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/blog005.jpg	(from http://usdtheme.com/preview-styles/blog-details.html)
16:18:15	690/690	---M--	200	added ('OK')	image/jpeg	date:Thu,%2017%20Mar%202016%2013:19:02%20GMT	http://usdtheme.com/preview-styles/img/blog/b18.jpg	C:/Users/AKIN/Desktop/hair%20style/hair%201/usdtheme.com/preview-styles/img/blog/b18.jpg	(from http://usdtheme.com/preview-styles/blog-details.html)
16:18:17	101/101	---M-Z	200	added ('OK')	text/plain	date:Mon,%2012%20Sep%202016%2014:45:00%20GMT	https://maps.googleapis.com/robots.txt		(from http://usdtheme.com/preview-styles/)
